,Clusters number,Deck
191,39,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
192,40,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
193,40,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
194,40,"['Electro Wizard', 'Miner', 'Fisherman', 'Tornado', 'Earthquake', 'Wall Breakers', 'Skeletons', 'Fire Spirit']"
195,40,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
196,40,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
197,40,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
198,40,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
199,40,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
200,40,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
201,40,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
202,40,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
203,40,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
204,40,"['Sparky', 'Balloon', 'Cannon Cart', 'Inferno Dragon', 'Baby Dragon', 'Goblin Cage', 'Miner', 'Skeletons']"
205,40,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
206,40,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
207,40,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
208,41,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
209,41,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
210,41,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
211,41,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
212,41,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
213,41,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
214,41,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
215,41,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
216,41,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
217,41,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
218,41,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
219,41,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
220,41,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
221,41,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
222,41,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
223,42,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
224,42,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
225,42,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
226,42,"['Elite Barbarians', 'Executioner', 'Minion Horde', 'Hog Rider', 'Freeze', 'Goblin Gang', 'Tornado', 'Zap']"
227,42,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
228,42,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
229,42,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
230,42,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
231,42,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
232,42,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
233,42,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
234,42,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
235,42,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
236,42,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
237,42,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
238,42,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
239,43,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
240,43,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
241,43,"['Elite Barbarians', 'Executioner', 'Minion Horde', 'Hog Rider', 'Freeze', 'Goblin Gang', 'Tornado', 'Zap']"
242,43,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
243,43,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
244,43,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
245,43,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
246,43,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
247,43,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
248,43,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
249,43,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
250,43,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
251,43,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
252,43,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
253,44,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
254,44,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
255,44,"['Elite Barbarians', 'Executioner', 'Minion Horde', 'Hog Rider', 'Freeze', 'Goblin Gang', 'Tornado', 'Zap']"
256,44,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
257,44,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
258,44,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
259,44,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
260,44,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
261,44,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
262,44,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
263,44,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
264,44,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
265,44,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
266,44,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
267,45,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
268,45,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
269,45,"['Elite Barbarians', 'Executioner', 'Minion Horde', 'Hog Rider', 'Freeze', 'Goblin Gang', 'Tornado', 'Zap']"
270,45,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
271,45,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
272,45,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
273,45,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
274,45,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
275,45,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
276,45,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
277,45,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
278,45,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
279,45,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
280,46,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
281,46,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
282,46,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
283,46,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
284,46,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
285,46,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
286,46,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
287,46,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
288,46,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
289,46,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
290,46,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
291,46,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
292,46,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
293,47,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
294,47,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
295,47,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
296,47,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
297,47,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
298,47,"['Graveyard', 'Baby Dragon', 'Bomb Tower', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
299,47,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
300,47,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
301,47,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
302,47,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
303,47,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
304,47,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
305,47,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
306,47,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
307,47,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
308,48,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
309,48,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
310,48,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
311,48,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
312,48,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
313,48,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
314,48,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
315,48,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
316,48,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
317,48,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
318,48,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
319,48,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
320,48,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
321,49,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
322,49,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
323,49,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
324,49,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
325,49,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
326,49,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
327,49,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
328,49,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
329,49,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
330,49,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
331,49,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
332,49,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
333,49,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
334,49,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
335,50,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
336,50,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
337,50,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
338,50,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
339,50,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
340,50,"['Golem', 'Elite Barbarians', 'Night Witch', 'Lumberjack', 'Mega Minion', 'Arrows', 'Bomber', 'Zap']"
341,50,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
342,50,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
343,50,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
344,50,"['Lava Hound', 'Lumberjack', 'Baby Dragon', 'Flying Machine', 'Fireball', 'Skeleton Army', 'Clone', 'Bats']"
345,50,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
346,50,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
347,50,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
348,50,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
349,50,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
350,50,"['Prince', 'Graveyard', 'Electro Wizard', 'Hunter', 'Freeze', 'Royal Ghost', 'Royal Delivery', 'The Log']"
351,50,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
352,50,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
353,50,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
354,50,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
355,50,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
356,51,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
357,51,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
358,51,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
359,51,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
360,51,"['Elite Barbarians', 'Electro Dragon', 'Inferno Dragon', 'Night Witch', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage']"
361,51,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
362,51,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
363,51,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
364,51,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
365,51,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
366,51,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
367,51,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
368,51,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
369,51,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
370,51,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
371,51,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
372,51,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
373,51,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
374,51,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
375,51,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
376,52,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
377,52,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
378,52,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
379,52,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
380,52,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
381,52,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
